철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,3호선,신사,,(B1-B2) 8-3,15 ,1000
서울교통공사,3호선,신사,1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,3호선,신사,8 ,(B1-F1)8번 출입구측,15 ,1000
서울교통공사,3호선,안국,,(B3-B2)섬식(상) 3-2,15 ,1000
서울교통공사,3호선,안국,6 ,(B2-F1)6번 출입구측,15 ,1000
서울교통공사,3호선,압구정,,(B1-B2) 8-2,11 ,750
서울교통공사,3호선,압구정,,(B1-B2) 3-2,11 ,750
서울교통공사,3호선,압구정,3 ,(B1-F1)3번 출입구측,15 ,1000
서울교통공사,3호선,압구정,2 ,(B1-F1)2번 출입구측,15 ,1000
서울교통공사,3호선,약수,,(B1-B2)섬식(상) 8-4,13 ,1000
서울교통공사,3호선,약수,3 ,(B1-F1)3번 출입구측,15 ,1000
서울교통공사,3호선,양재(서초구청),,(B1-B2) 3-1,11 ,750
서울교통공사,3호선,양재(서초구청),,(B1-B2) 8-4,11 ,750
서울교통공사,3호선,양재(서초구청),4 ,(B1-F1)4번 출입구측,15 ,1000
서울교통공사,3호선,양재(서초구청),11 ,(B1-F1)11번 출입구측,15 ,1000
서울교통공사,3호선,연신내,,(B1-B2)섬식(상) 6-1,13 ,1000
서울교통공사,3호선,오금,,(B4-B1) 5-1,15 ,1000
서울교통공사,3호선,오금,,(B4-B1) 6-4,15 ,1000
서울교통공사,3호선,오금,1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,3호선,옥수,,(F2-F3) 10-1,15 ,1000
서울교통공사,3호선,옥수,,(F2-F3) 1-2,15 ,1000
서울교통공사,3호선,옥수,4 ,(F1-F2)4-5번 출입구 사이,15 ,900
서울교통공사,3호선,을지로3가,,(B3-B1)섬식(상) 6-3,15 ,750
서울교통공사,3호선,을지로3가,10 ,(B1-F1)10번 출입구측,15 ,750
서울교통공사,3호선,일원,,(B3-B2) 6-3,13 ,1000
서울교통공사,3호선,일원,,(B3-B2) 5-2,15 ,1000
서울교통공사,3호선,일원,1 ,(B2-F1)1번 출입구측,17 ,1150
서울교통공사,3호선,일원,1 ,(B2-F1)1번 출입구측,17 ,1150
서울교통공사,3호선,잠원,,(B1-B2) 3-3,11 ,1000
서울교통공사,3호선,잠원,,(B1-B2) 8-2,15 ,1000
서울교통공사,3호선,잠원,1 ,(B1-F1)1번 출입구측,15 ,1000
서울교통공사,3호선,종로3가,,(B4-B2)지축방향 4-3/ 오금방향 7-1,15 ,1000
서울교통공사,3호선,종로3가,8 ,(B3-B1)8번 출입구,15 ,1000
서울교통공사,3호선,지축,,(F1-F2)섬식(상) 2-1,15 ,1000
서울교통공사,3호선,학여울,,(B5-B4) 5-4,15 ,1000
서울교통공사,3호선,학여울,,(B5-B4) 6-1,15 ,1000
서울교통공사,3호선,학여울,1 ,(B4-F1)1번 출입구측,15 ,1000
서울교통공사,3호선,홍제,,(B3-B2)섬식(상) 3-4,11 ,750
서울교통공사,3호선,홍제,4 ,(B2-F1)4번 출입구측,11 ,750
서울교통공사,3호선,홍제,1 ,(B1-F1)1번 출입구측,15 ,1000
코레일,3호선,대곡,5,(1F) 고객지원실 앞,15,1000
코레일,3호선,대곡,,(3F) 화정역 방향 승강장 4-1 출입문 앞,15,1000
코레일,3호선,대곡,,(3F) 백석역 방향 승강장 7-4 출입문 앞,15,1000
코레일,3호선,대화,,(B2)서울메트로 사무실 앞 / 1번홈 7-4 / 2번홈 3-4 ,13,1000
코레일,3호선,대화,5,5번 출입구 옆,13,1000
코레일,3호선,대화,2,2번 출입구 옆,13,1000
코레일,3호선,마두,,(B2) 백석역 방향 승강장 7-4 출입문 앞,15,1000
코레일,3호선,마두,,(B2) 정발산역 방향 승강장 3-4 출입문 앞,15,1000
코레일,3호선,마두,6,6번/ 7번 출입구 중간 엘리베이터/ 7번 출입구 옆,15,1000
코레일,3호선,백석,,(B2) 대화역 방향 승강장 4-1 출입문 앞/오금역 방향 승강장 7-4 출입문 앞,15,1000
코레일,3호선,백석,4,(B1) 4번 출입구 방향 계단 옆,15,1000
코레일,3호선,삼송,,(B2) 오금역 방향 승강장 3-4 출입문 앞,15,1000
코레일,3호선,삼송,,(B2) 대화역 방향 승강장 7-4 출입문 앞,15,1000
코레일,3호선,삼송,5,(B1) 5번 출입구 앞,15,1000
코레일,3호선,삼송,6,(B1) 6번 출입구 앞,15,1000
코레일,3호선,삼송,7,(B1) 7번 출입구 앞,15,1000
코레일,3호선,원당,,(3F) 화정역 방향 승강장 3-2 출입문 앞 (2F) 화정역 방면 북쪽계단 앞,13,1000
코레일,3호선,원당,,(3F) 원흥역 방향 승강장 8-3 출입문 앞 (2F) 원흥역 방면 북쪽계단 앞,13,1000
코레일,3호선,원당,5,(1F) 5번/6번 출입구 사이 (2F) 5번출구 앞,15,1000
코레일,3호선,원당,3,(1F) 3번출구 옆 (2F) 3번출구 앞,15,1000
코레일,3호선,원흥,1, (B1) 1번출구 옆 /  (1F) 1번출구와 2번출구 사이,20,1350
코레일,3호선,원흥,4, (B1) 4번출구 하부 /  (1F) 4번출구 상부 (원흥역 푸르지오),20,1350
코레일,3호선,원흥,5, (B1)5번출구 하부 /  (1F) 5번출구 상부,20,1350
코레일,3호선,원흥,7, (B1) 7/8번 출구하부 중간 /  (1F) 7.8번 출구상부 중간(동원로얄듀크비스타),20,1350
코레일,3호선,원흥,,  B2( 대화방면-오금방면 승강장간 환승통로 ) / B1( 오금방면 - 앞),20,1350
코레일,3호선,원흥,,B2( 대화방면-오금방면 승강장간 환승통로 )/    B1(대화방면 - 앞),20,1350
코레일,3호선,정발산,,(B2) 마두역 방향 승강장 4-1,15,1000
코레일,3호선,정발산,,(B2) 주엽역 방향 승강장 7-3,15,1000
코레일,3호선,정발산,1,(1F) 1번 출입구 옆,15,1000
코레일,3호선,정발산,4,(1F) 4번 출입구 옆,15,1000
코레일,3호선,주엽,,(B2) 정발산역 방향 승강장 4-4 출입문 앞 ,15,1000
코레일,3호선,주엽,,(B2) 대화역 방향 승강장 4-4 출입문 앞,15,1000
코레일,3호선,주엽,3,(1F) 2번/3번 출입구 사이 엘레베이터,15,1000
코레일,3호선,화정,1,1번출입구 방향 화정버스터미널,11,750
코레일,3호선,화정,3,3번출입구 방향 동고양세무서,11,750
코레일,3호선,화정,,오금행 승강장 8-1,15,1000
코레일,3호선,화정,,대화행 승강장 3-4,15,1000
