철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,6호선,망원,2 ,(F1-B2) 승강장,15 ,1000
서울교통공사,6호선,버티고개,,(B3-B4) 승강장,11 ,750
서울교통공사,6호선,버티고개,,(B3-B4) 승강장,11 ,750
서울교통공사,6호선,버티고개,,(B2-B3)지하3층 대합실,11 ,750
서울교통공사,6호선,버티고개,,(B1-B2)지하2층 대합실,15 ,1000
서울교통공사,6호선,버티고개,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,6호선,보문,,(B2-B3)승강장,15 ,1000
서울교통공사,6호선,봉화산(서울의료원),2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,6호선,봉화산(서울의료원),4 ,(F1-B1)4번 출입구,24 ,1600
서울교통공사,6호선,불광,,(B1-B4) 승강장,15 ,1000
서울교통공사,6호선,불광,,(B1-B4) 승강장,15 ,1000
서울교통공사,6호선,불광,8 ,(F1-B1)8번 출입구,15 ,1000
서울교통공사,6호선,삼각지,,(B3-B4)승강장,15 ,1000
서울교통공사,6호선,삼각지,,(B3-B4)승강장,15 ,1000
서울교통공사,6호선,삼각지,8 ,(F1-B3)8번 출입구,15 ,1000
서울교통공사,6호선,삼각지,12 ,(F1-B3)12번 출입구,15 ,1000
서울교통공사,6호선,삼각지,,(B3-B4)환승통로,24 ,1600
서울교통공사,6호선,상수,,(B2-B3)승강장,15 ,1000
서울교통공사,6호선,상수,,(F1-B1)지하1층 대합실,15 ,1000
서울교통공사,6호선,상수,,(B2-B1)지하2층 대합실,13 ,1000
서울교통공사,6호선,상월곡(한국과학기술연구원),4 ,(F1-B2)4번 출입구,15 ,1000
서울교통공사,6호선,새절(신사),,(B1-B2) 승강장,15 ,1000
서울교통공사,6호선,새절(신사),1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,6호선,석계,,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,석계,,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,석계,1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,6호선,석계,4 ,(F1-B2)4번 출입구,15 ,1000
서울교통공사,6호선,신내,,(F1-F2) 승강장,17 ,1150
서울교통공사,6호선,신당,,(B1-B3)승강장,15 ,1000
서울교통공사,6호선,신당,11 ,(B1-F1)11번 출입구,17 ,1150
서울교통공사,6호선,안암(고대병원앞),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,안암(고대병원앞),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,안암(고대병원앞),1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,6호선,약수,,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,약수,,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,약수,,(B1-B3) 승강장,15 ,1000
서울교통공사,6호선,약수,,(B1-B2)지하1층 대합실,15 ,1000
서울교통공사,6호선,역촌,,(B1-B4)승강장,15 ,1000
서울교통공사,6호선,역촌,4 ,(F1-B1)고객상담실 앞,15 ,1000
서울교통공사,6호선,연신내,,(B1-B5)승강장,15 ,1000
서울교통공사,6호선,연신내,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,6호선,월곡(동덕여대),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,월곡(동덕여대),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,월곡(동덕여대),1 ,(F1-B2)1/5번 출입구 사이,15 ,1000
서울교통공사,6호선,월드컵경기장(성산),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,월드컵경기장(성산),,(B2-B3) 승강장,15 ,1000
서울교통공사,6호선,월드컵경기장(성산),2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,6호선,응암,,(B1-B2)승강장,15 ,1000
서울교통공사,6호선,응암,4 ,(F1-B1)지하2층 대합실,15 ,1000
서울교통공사,6호선,이태원,,(B1-B5)승강장,15 ,1000
서울교통공사,6호선,이태원,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,6호선,증산(명지대앞),,(B1-B2) 승강장,11 ,750
서울교통공사,6호선,증산(명지대앞),,(B1-B2) 승강장,11 ,750
서울교통공사,6호선,증산(명지대앞),2 ,(F1-B1)2번 출입구,11 ,750
서울교통공사,6호선,창신,,(B1-B4)승강장,15 ,1000
서울교통공사,6호선,창신,3 ,(F1-B1)3/4번 출입구,15 ,1000
서울교통공사,6호선,창신,2 ,(F1-B1)2번 출입구,24 ,1600
서울교통공사,6호선,청구,,(B3-B4)승강장,15 ,1000
서울교통공사,6호선,청구,,(B1-B3)지하3층 대합실,15 ,1000
서울교통공사,6호선,청구,,(B1-B3)지하3층 대합실,15 ,1000
서울교통공사,6호선,청구,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,6호선,청구,1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,6호선,태릉입구,,(B1-B2) 승강장,15 ,1000
서울교통공사,6호선,태릉입구,,(B1-B2) 승강장,15 ,1000
서울교통공사,6호선,태릉입구,8 ,(F1-B1)8번 출입구,15 ,1000
서울교통공사,6호선,태릉입구,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,6호선,한강진,,(B3-B4) 승강장,15 ,1000
서울교통공사,6호선,한강진,,(B1-B4) 승강장,15 ,1000
서울교통공사,6호선,한강진,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,6호선,합정,,(B1-B4) 승강장,15 ,1000
서울교통공사,6호선,합정,,(B3-B4) 승강장,15 ,1000
서울교통공사,6호선,합정,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,6호선,합정,9 ,(F1-B1)9번 출입구,15 ,1000
서울교통공사,6호선,합정,8,(F1-B1)8-1번 출입구,15 ,1000
서울교통공사,6호선,화랑대(서울여대입구),,(B1-B2) 승강장,15 ,1000
서울교통공사,6호선,화랑대(서울여대입구),,(B1-B2) 승강장,15 ,1000
서울교통공사,6호선,화랑대(서울여대입구),1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,6호선,화랑대(서울여대입구),7 ,(F1-B1)7번 출입구,24 ,1600
서울교통공사,6호선,효창공원앞,,(B2-B3)승강장,15 ,1000
서울교통공사,6호선,효창공원앞,,(B1-B2)지하2층 대합실,15 ,1000
