철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,7호선,논현,8 ,(F1-B2)8번 출입구,11 ,750
서울교통공사,7호선,대림(구로구청),,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,대림(구로구청),,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,대림(구로구청),10 ,(F1-B1)10번 출입구,15 ,1000
서울교통공사,7호선,도봉산,2 ,(F2-F1) 승강장,11 ,750
서울교통공사,7호선,도봉산,2 ,(F2-F1) 승강장,11 ,750
서울교통공사,7호선,도봉산,,(F2-F1) 승강장,15 ,1000
서울교통공사,7호선,도봉산,,(F2-F1) 승강장,15 ,1000
서울교통공사,7호선,도봉산,1,(B1-F1)1-1번 출입구,11 ,1000
서울교통공사,7호선,뚝섬유원지,1 ,(F2-F1)1번 출입구,15 ,1000
서울교통공사,7호선,뚝섬유원지,,(F3-F2) 승강장,15 ,1000
서울교통공사,7호선,뚝섬유원지,,(F3-F2) 승강장,15 ,1000
서울교통공사,7호선,마들,,(B1-B3)승강장,15 ,1000
서울교통공사,7호선,마들,5 ,(F1-B1)5번 출입구,15 ,1000
서울교통공사,7호선,마들,4 ,(F1-B1)4번 출입구,24 ,1600
서울교통공사,7호선,마들,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,7호선,먹골,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,먹골,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,먹골,2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,7호선,면목,,(B1-B4) 승강장,15 ,1000
서울교통공사,7호선,면목,,(B3-B4) 승강장,15 ,1000
서울교통공사,7호선,면목,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,반포,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,반포,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,반포,6 ,(F1-B2)6번 출입구,15 ,1000
서울교통공사,7호선,반포,1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,7호선,보라매,,(B1-B2)승강장,11 ,750
서울교통공사,7호선,보라매,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,7호선,사가정,,(B3-B4) 승강장,15 ,1000
서울교통공사,7호선,사가정,,(B1-B4) 승강장,15 ,1000
서울교통공사,7호선,사가정,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,상도,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,상도,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,상도,5 ,(F1-B2)5번 출입구측,15 ,1000
서울교통공사,7호선,상봉(시외버스터미널),,(B1-B3) 승강장,15 ,1000
서울교통공사,7호선,상봉(시외버스터미널),,(B1-B3) 승강장,15 ,1000
서울교통공사,7호선,상봉(시외버스터미널),,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,상봉(시외버스터미널),,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,상봉(시외버스터미널),3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,수락산,1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,7호선,숭실대입구(살피재),,(B2-B6) 승강장,15 ,1000
서울교통공사,7호선,숭실대입구(살피재),,(B2-B6) 승강장,15 ,1000
서울교통공사,7호선,숭실대입구(살피재),2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,7호선,숭실대입구(살피재),3 ,(F1-B3)3번 출입구,24 ,1600
서울교통공사,7호선,신대방삼거리,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,신대방삼거리,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,신대방삼거리,,(B1-B2)고객상담실 옆,15 ,1000
서울교통공사,7호선,신대방삼거리,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,신풍,,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,신풍,,(B1-B2) 승강장,15 ,750
서울교통공사,7호선,신풍,4 ,(F1-B1)4번 출입구,15 ,1000
서울교통공사,7호선,신풍,5 ,(F1-B1)5번 출입구,24 ,1600
서울교통공사,7호선,어린이대공원(세종대),,(B1-B3) 승강장,15 ,1000
서울교통공사,7호선,어린이대공원(세종대),,(B1-B3) 승강장,15 ,1000
서울교통공사,7호선,어린이대공원(세종대),1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,7호선,어린이대공원(세종대),5 ,(F1-B1)5번 출입구,15 ,1000
서울교통공사,7호선,온수(성공회대입구),,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,온수(성공회대입구),,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,온수(성공회대입구),2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,7호선,용마산,,(B3-B4) 승강장,15 ,1000
서울교통공사,7호선,용마산,,(B1-B4) 승강장,15 ,1000
서울교통공사,7호선,용마산,1 ,(F2-B1)1번 출입구,15 ,1000
서울교통공사,7호선,장승배기,,(B3-B4) 승강장,15 ,1000
서울교통공사,7호선,장승배기,,(B3-B4) 승강장,15 ,1000
서울교통공사,7호선,장승배기,11 ,(F1-B3)11번 출입구,15 ,1000
서울교통공사,7호선,장암,,(B2-B3) 승강장,11 ,750
서울교통공사,7호선,장암,,(B2-B3) 승강장,11 ,750
서울교통공사,7호선,중계,2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,7호선,중계,1 ,(F2-F1)지상,11 ,750
서울교통공사,7호선,중계,1 ,(F2-F1)1번 출입구,11 ,750
서울교통공사,7호선,중곡,,(B2-B3)승강장,15 ,1000
서울교통공사,7호선,중곡,5 ,(F1-B2)5번 출입구,11 ,750
서울교통공사,7호선,중곡,3 ,(F1-B2)3번 출입구,15 ,1000
서울교통공사,7호선,중화,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,중화,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,중화,1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,7호선,천왕,,(B1-B3) 승강장,15 ,1000
서울교통공사,7호선,천왕,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,천왕,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,천왕,,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,철산,,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,철산,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,7호선,철산,2 ,(F1-B1)2번 출입구,24 ,1600
서울교통공사,7호선,철산,,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,청담,,(B1-B2) 승강장,15 ,1000
서울교통공사,7호선,청담,1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,7호선,총신대입구(이수),4 ,(F1-B1)4번 출입구,24 ,1600
서울교통공사,7호선,총신대입구(이수),5 ,(F1-B3)5번 출입구,15 ,1000
서울교통공사,7호선,총신대입구(이수),10 ,(F1-B3)10번 출입구,15 ,1000
서울교통공사,7호선,태릉입구,,(B1-B4) 승강장,15 ,1000
서울교통공사,7호선,태릉입구,2 ,(F1-B4) 승강장,15 ,1000
서울교통공사,7호선,하계,,(B1-B3)승강장,15 ,1000
서울교통공사,7호선,하계,1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,7호선,하계,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,7호선,학동,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,학동,,(B2-B3) 승강장,15 ,1000
서울교통공사,7호선,학동,3 ,(F1-B2)3번 출입구,15 ,1000
인천교통공사,7호선,굴포천,,(B2) 삼산체육관역 방향 승강장 4-4 출입문 앞 (B1) 표 내는 곳 내 계단 옆(삼산체육관역 방향),17,1150
인천교통공사,7호선,굴포천,,(B2) 부평구청역 방향 승강장 5-1 출입문 앞 (B1) 표 내는 곳 내 계단 옆(부평구청역 방향),17,1150
인천교통공사,7호선,굴포천,3,(B1) 3번/4번 출입구 근처 대합실 (1F) 3번 출입구 근처,17,1150
인천교통공사,7호선,굴포천,5,(B1) 5번/6번 출입구 근처 대합실 (1F) 5번/6번 출입구 근처,17,1150
인천교통공사,7호선,까치울,,(B1) 화장실 옆/ 2번출입구 방향 (B2) 온수방향 승강장 3-1 출입문 앞,15,1050
인천교통공사,7호선,까치울,3,(1F) 3번/4번 출입구 옆 (B1) 3번/4번 출입구 옆,15,1050
인천교통공사,7호선,부천시청,,(B2) 신중동역 방향 승강장 4-4 출입문 앞 (B1) 표 내는 곳 내 계단 옆(신중동 방향),15,1080
인천교통공사,7호선,부천시청,1,(B1) 1번/2번 출입구 근처 대합실 (1F) 1번/2번 출입구 근처,15,1080
인천교통공사,7호선,부천시청,4,(B1) 4번/5번 출입구 근처 대합실 (1F) 4번/5번 출입구 근처,15,1080
인천교통공사,7호선,부천종합운동장,,(B1) 고객안전센터 앞 대합실 (B2) 까치울역 방향 승강장 5-3/ 춘의역 방향 승강장 4-2 출입문 앞,15,1050
인천교통공사,7호선,부천종합운동장,1,(1F) 1번/2번 출입구 사이 (B1) 2번 출입구 방향 대합실,15,1050
인천교통공사,7호선,부천종합운동장,4,(1F) 4/ 5번 출입구 사이 (B1) 4번 출입구 방향 대합실,15,1050
인천교통공사,7호선,부천종합운동장,,직원용,15,1050
인천교통공사,7호선,부평구청,,(B3) 1호선(갈산역 방향)<->7호선(굴포천역 방향) 환승통로 앞쪽 (B2) 굴포천역 방향 4-1 출입문 앞,17,1150
인천교통공사,7호선,부평구청,,(B3) 산곡역 방향 5-4 출입문 앞 (B1) 표 내는 곳 안쪽 남자화장실 옆 엘리베이터,17,1150
인천교통공사,7호선,부평구청,,(B3) 굴포천역 방향 8-4 출입문 앞 (B2) 1호선(부평시장역 방향)<->7호선(굴포천역 방향) 환승통로 엘리베이터,17,1150
인천교통공사,7호선,부평구청,,(B3) 산곡역 방향 1-1 출입문 앞 (B2) 1호선(부평시장역 방향)<->7호선(산곡역 방향) 환승통로 엘리베이터,17,1150
인천교통공사,7호선,부평구청,,(B2) 1호선(갈산역 방향)<->7호선 환승통로 계단 옆 엘리베이터 (BM1) 1호선 갈산역 방향 후미부 계단 옆 엘리베이터,15,1080
인천교통공사,7호선,부평구청,,(B2) 1호선(부평시장역 방향)<->7호선 환승통로 엘리베이터 (B1) 1호선 부평시장역 방향 방범셔터 앞 엘리베이터,15,1080
인천교통공사,7호선,부평구청,4,(B1) 4/5번 출입구 방향 대합실 (1F) 4/5번 출입구 사이 엘리베이터,17,1150
인천교통공사,7호선,부평구청,3,(B1) 3번 출입구 방향 계단 옆 엘리베이터 (1F) 3번 출입구 옆 엘리베이터,17,1150
인천교통공사,7호선,부평구청,,직원용,15,1080
인천교통공사,7호선,산곡,,(B1) 7호선 부평구청역 방향 4-4 출입문 앞 (1F) 7호선 부평구청역 방향 대합실 중간 엘리베이터,24,1600
인천교통공사,7호선,산곡,,(B1) 7호선 석남역 방향 4-4 출입문 앞 (1F) 7호선 석남역 방향 대합실 중간 엘리베이터,24,1600
인천교통공사,7호선,산곡,3,(B1) 3번 출입구 방향 오른쪽 엘리베이터 (1F) 3번/ 4번 출입구 사이 엘리베이터,24,1600
인천교통공사,7호선,산곡,7,(B1) 7번 출입구 방향 엘리베이터 (1F) 1번/ 7번 출입구 사이 엘리베이터,24,1600
인천교통공사,7호선,삼산체육관,,(B2) 승강장 상선 4-2 출입문 앞 (B1) 대합실 표 내는 곳 근처,17,1150
인천교통공사,7호선,삼산체육관,,(B2) 승강장 하선 5-3 출입문 앞 (B1) 대합실 표 내는 곳 근처,17,1150
인천교통공사,7호선,삼산체육관,1,(B1) 대합실 1번/2번 출입구 사이 (1F) 공원입구 근처,17,1150
인천교통공사,7호선,삼산체육관,3,(B1) 대합실 3번 출입구 (1F) 자전거보관구역 근처,17,1150
인천교통공사,7호선,상동,,(B2) 승강장 상선 4-4 출입문 앞 (B1) 대합실 표 내는 곳 근처,15,1080
인천교통공사,7호선,상동,,(B2) 승강장 하선 5-1 출입문 앞 (B1) 대합실 표 내는 곳 근처,15,1080
인천교통공사,7호선,상동,1,(B1) 대합실 1번/2번 출입구 사이(GS편의점 옆) (1F) 1번/2번 출입구 사이,15,1080
인천교통공사,7호선,상동,5,(B1) 대합실 5번/6번 출입구 사이(상상정거장 옆) (1F) 5번/6번 출입구 사이,15,1080
인천교통공사,7호선,석남(거북시장),,(B5) 산곡역 방향 출입문 1-3 앞 (B4) 2호선<->7호선(산곡역 방향) 환승통로,24,1600
인천교통공사,7호선,석남(거북시장),,(B5) 종착역 방향 출입문 8-4 앞 (B4) 2호선<->7호선(종점역 방향) 환승통로,24,1600
인천교통공사,7호선,석남(거북시장),,(B5) 산곡역 방향 출입문 7-3 앞 (B4) 고객안내센터 옆 엘리베이터,24,1600
인천교통공사,7호선,석남(거북시장),,(B5) 종착역 방향 출입문 2-2 앞 (B4) 고객안내센터 옆 엘리베이터,24,1600
인천교통공사,7호선,석남(거북시장),5,(B4) 5번 출입구 방향 에스컬레이터 9/10호기 옆 (1F) 5번 출입구 뒷편 고가도로 옆 엘리베이터,20,1350
인천교통공사,7호선,석남(거북시장),6,(B4) 6번 출입구 방향 에스컬레이터 11/12호기 옆 (1F) 6번 출입구 뒷편 고가도로 옆 엘리베이터,20,1350
인천교통공사,7호선,석남(거북시장),,(B3) 2호선 서부여성회관역 방향 환승통로 안쪽 엘리베이터 (B1) 1번/4번/7번 출입구 방향 표 내는 곳 옆,17,1125
인천교통공사,7호선,석남(거북시장),,(B3) 2호선 가정중앙시장역 방향 환승통로 안쪽 엘리베이터 (B2) 2호선<->7호선 환승통로,17,1125
인천교통공사,7호선,석남(거북시장),6,(B1) 4번/7번 출입구 오른방향 안쪽 엘리베이터 (1F) 7번 출입구 뒷편 고가도로 밑(2호선 8번 출입구 앞),20,1350
인천교통공사,7호선,석남(거북시장),7,(B1) 2번/3번 출입구 왼쪽 방향 엘리베이터 (1F) 2번 출입구 뒷편 고가도로 밑(2호선 3번 출입구 뒷편),20,1350
인천교통공사,7호선,석남(거북시장),,(B4) 2호선<->7호선 환승통로 (B2) 2호선<->7호선 환승통로,15,1150
인천교통공사,7호선,신중동,,(B2) 춘의역 방향 승강장 4-1/ 부천시청역 방향 승강장 5-3의 사이의 중앙 (B1) 표 내는 곳 내 대합실 중앙,15,1050
인천교통공사,7호선,신중동,1,(B1) 대합실 1번/2번 출입구  (1F) 1번/2번 출입구 사이,15,1050
인천교통공사,7호선,신중동,7,(B1) 대합실 7번 출입구  (1F) 7번 출입구 사이,15,1050
인천교통공사,7호선,신중동,3,(B1) 대합실 3번 출입구  (1F) 3번 출입구 인근,15,1050
인천교통공사,7호선,춘의,,(B2) 부천종합운동장역 방향 5-1/ 신중동 방향 4-4 (B1) 고객안내센터 앞 대합실,15,1080
인천교통공사,7호선,춘의,3,(B1) 대합실 3번/4번 출입구  (1F) 3번/4번 출입구 사이,15,1080
인천교통공사,7호선,춘의,7,(B1) 대합실 7번/8번 출입구  (1F) 3번/4번 출입구 사이,15,1080
