철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,2호선,상왕십리,,(B1-B2) 3-4,15,1000
서울교통공사,2호선,상왕십리,2,(B1-F1)2-3출입구 사이,24,1000
서울교통공사,2호선,서울대입구(관악구청),,(B1-B2)섬식(외)6-3,11,750
서울교통공사,2호선,서울대입구(관악구청),6,(B1-F1)6번 출입구측,9,750
서울교통공사,2호선,서울대입구(관악구청),2,(B1-F1)2번 출입구측,9,750
서울교통공사,2호선,서초,,(B1-B2) 2-4,13,900
서울교통공사,2호선,서초,,(B1-B2) 9-1,13,900
서울교통공사,2호선,서초,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,서초,4,(B1-F1) 4번 출입구 ,15,1000
서울교통공사,2호선,선릉,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,선릉,5,(B1-F1)5번 출입구측,15,1000
서울교통공사,2호선,선릉,10,(B1-F1)10번 출입구측,15,1000
서울교통공사,2호선,성수,,(F2-F3) 7-1,9,600
서울교통공사,2호선,성수,,(F2-F3) 4-4,9,600
서울교통공사,2호선,성수,1,(F1-F1)1번 출입구측,15,1000
서울교통공사,2호선,성수,4,(F1-F1)4번 출입구측,15,1000
서울교통공사,2호선,시청,,(B3-B1)섬식(외) 6-2,13,900
서울교통공사,2호선,시청,9,(B1-F1)9번 출입구측,15,1000
서울교통공사,2호선,신답,,(F1-F2) 2-4,11,750
서울교통공사,2호선,신답,,(F1-F2) 3-2,15,1000
서울교통공사,2호선,신당,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,2호선,신당,,(B1-B2) 3-4,15,1000
서울교통공사,2호선,신당,,(B1-B2) 7-4,15,1000
서울교통공사,2호선,신대방,,(F2-F3) 3-4,11,750
서울교통공사,2호선,신대방,,(F2-F3) 8-1,11,750
서울교통공사,2호선,신대방,1,(F1-F2)1번 출입구측,11,750
서울교통공사,2호선,신도림,,(B1-B2)섬식 3-2,15,1000
서울교통공사,2호선,신도림,,(B1-B2)섬식 4-4,15,1000
서울교통공사,2호선,신도림,1,(B1-F2)1번 출입구,17,1150
서울교통공사,2호선,신도림,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,2호선,신림,,(B1-B2)섬식(외) 4-4,15,1000
서울교통공사,2호선,신림,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,신림,5,(B1-F1)5번 출입구측,15,1000
서울교통공사,2호선,신설동,,(B1-B2)섬식(외) 4-3,15,1000
서울교통공사,2호선,신설동,9,(B1-F1)9번 출입구측,15,1000
서울교통공사,2호선,신정네거리,,(B3-B2) 4-1,15,1000
서울교통공사,2호선,신정네거리,,(B3-B2) 3-4,15,1000
서울교통공사,2호선,신정네거리,2,(B2-F1)2번 ~3번 출입구측,15,1000
서울교통공사,2호선,신촌,,(B1-B2) 8-4,15,1000
서울교통공사,2호선,신촌,,(B1-B2) 4-4,15,1000
서울교통공사,2호선,신촌,4,(B1-F1)4번 출입구측,15,1000
서울교통공사,2호선,신촌,6,(B1-F1)6번 출입구,15,1000
서울교통공사,2호선,아현,,(B1-B2) 7-2,15,1000
서울교통공사,2호선,아현,,(B1-B2) 4-3,15,1000
서울교통공사,2호선,아현,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,2호선,아현,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,양천구청,,(B1-B2) 4-1,11,750
서울교통공사,2호선,양천구청,,(B1-B2) 3-3,11,750
서울교통공사,2호선,양천구청,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,역삼,,(B1-B2) 7-3,13,1000
서울교통공사,2호선,역삼,,(B1-B2) 4-1,15,1000
서울교통공사,2호선,역삼,3,(B1-F1)3번 출입구측,11,1000
서울교통공사,2호선,역삼,4,(B1-F1)4번 출입구측,11,750
서울교통공사,2호선,영등포구청,,(B1-B2) 8-4,15,1000
서울교통공사,2호선,영등포구청,,(B1-B2) 3-1,15,1000
서울교통공사,2호선,영등포구청,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,2호선,왕십리,,(B3-B2) 3-2,15,1000
서울교통공사,2호선,왕십리,,(B3-B2) 3-4,15,1000
서울교통공사,2호선,용두(동대문구청),,(B1-B2) 1-1,15,1000
서울교통공사,2호선,용두(동대문구청),,(B1-B2) 4-3,15,1000
서울교통공사,2호선,용두(동대문구청),3,(B1-F1)3번 출입구측,15,1000
서울교통공사,2호선,용두(동대문구청),4,(B1-F1)4번 출입구측,15,1000
서울교통공사,2호선,을지로3가,,(B1-B2) 8-3,15,1000
서울교통공사,2호선,을지로3가,,(B1-B2) 3-2,15,1000
서울교통공사,2호선,을지로4가,,(B1-B2) 3-2,15,1000
서울교통공사,2호선,을지로4가,,(B1-B2) 8-3,15,1000
서울교통공사,2호선,을지로4가,8,(B1-F1)8번 출입구,15,1000
서울교통공사,2호선,을지로입구,,(B1-B2) 5-3,15,1000
서울교통공사,2호선,을지로입구,,(B1-B2) 6-2,15,1000
서울교통공사,2호선,을지로입구,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,을지로입구,5,(B1-F1)5번 출입구측,15,1000
서울교통공사,2호선,이대,,(B1-B2)섬식(외) 2-2,11,750
서울교통공사,2호선,이대,6,(B1-F1)6번 출입구측,15,1000
서울교통공사,2호선,이대,2,(B1-F1)2번 출입구,13,1000
서울교통공사,2호선,잠실(송파구청),,(B1-B2) 5-2,15,1000
서울교통공사,2호선,잠실(송파구청),,(B1-B2) 6-3,13,1000
서울교통공사,2호선,잠실(송파구청),6,(B1-F1)6번 출입구측,15,1000
서울교통공사,2호선,잠실(송파구청),1,(B1-F1)1/2번 출입구측,15,1000
서울교통공사,2호선,잠실나루,,(F1-F2) 3-4,11,750
서울교통공사,2호선,잠실나루,,(F1-F2) 8-1,11,750
서울교통공사,2호선,잠실새내,,(B1-B2) 7-3,13,1000
서울교통공사,2호선,잠실새내,,(B1-B2) 4-1,15,1000
서울교통공사,2호선,잠실새내,7,(B1-F1)7번 출입구측,15,1000
서울교통공사,2호선,잠실새내,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,2호선,종합운동장,,(B1-B2) 2-4,15,1000
서울교통공사,2호선,종합운동장,,(B1-B2) 8-4,15,1000
서울교통공사,2호선,종합운동장,6,(B1-F1)6번 출입구측,15,1000
서울교통공사,2호선,충정로(경기대입구),,(B3-B2)섬식(외) 2-1,13,900
서울교통공사,2호선,충정로(경기대입구),5,(B2-F1)5번 출입구측,9,600
서울교통공사,2호선,한양대,,(F1-F2)섬식(외) 3-3,8,600
서울교통공사,2호선,한양대,4,(F1-F2)4번 출입구(육교),15,1000
서울교통공사,2호선,합정,,(B1-B2) 4-1,15,1000
서울교통공사,2호선,합정,,(B1-B2) 7-3,15,1000
서울교통공사,2호선,합정,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,2호선,합정,4,(B1-F1)4번 출입구측,15,1000
서울교통공사,2호선,홍대입구,,(B1-B2)섬식(외)7-2,15,1000
서울교통공사,2호선,홍대입구,8,(B1-F1)8번 출입구측,15,1000
서울교통공사,3호선,가락시장,,(B4-B2) 8-2,15,1000
서울교통공사,3호선,가락시장,,(B4-B2) 3-2,15,1000
서울교통공사,3호선,가락시장,7,(B2-F1)7번 출입구측,15,1000
서울교통공사,3호선,경복궁(정부서울청사),,(B3-B2)섬식(상) 6-2,11,1000
서울교통공사,3호선,경복궁(정부서울청사),4,(B2-F1)4번 출입구측,11,1000
서울교통공사,3호선,경찰병원,,(B3-B1) 4-2,15,1000
서울교통공사,3호선,경찰병원,,(B3-B1) 7-3,15,1000
서울교통공사,3호선,경찰병원,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,경찰병원,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,3호선,고속터미널,,(B3-B2) 8-2,15,1000
서울교통공사,3호선,고속터미널,,(B3-B2) 3-3,15,1000
서울교통공사,3호선,교대(법원·검찰청),13,(B1-F1)13번 출입구,13,1000
서울교통공사,3호선,교대(법원·검찰청),,(B3-B1)섬식(상) 4-2,15,1000
서울교통공사,3호선,구파발,,(B1-B2)섬식(상) 5-3,15,1000
서울교통공사,3호선,구파발,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,금호,,(B1-B2)섬식(상) 3-2,15,1000
서울교통공사,3호선,금호,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,3호선,금호,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,3호선,남부터미널(예술의전당),,(B3-B2) 3-2,15,1000
서울교통공사,3호선,남부터미널(예술의전당),,(B3-B2) 8-2,15,1000
서울교통공사,3호선,남부터미널(예술의전당),5,(B2-F1)5번 출입구측,15,1000
서울교통공사,3호선,녹번,,(B1-B2)섬식(상) 3-1,15,1000
서울교통공사,3호선,녹번,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,3호선,녹번,1,(B1-F1)1번 출입구,17,1150
서울교통공사,3호선,대청,,(B3-B2) 4-4,15,1000
서울교통공사,3호선,대청,,(B3-B2) 7-1,15,1000
서울교통공사,3호선,대청,8,(B2-F1)8번 출입구측,15,1000
서울교통공사,3호선,대치,,(B4-B1)섬식(상) 1-1,13,1000
서울교통공사,3호선,대치,7,(B1-F1)7번 출입구측,15,1000
서울교통공사,3호선,독립문,,(B3-B2)섬식(상) 9-1,15,1000
서울교통공사,3호선,독립문,4,(B2-F1)4번 출입구측,15,1000
서울교통공사,3호선,동대입구,,(B3-B2)섬식(상) 3-3,15,1000
서울교통공사,3호선,동대입구,,(B3-B2),16,1000
서울교통공사,3호선,동대입구,6,(B2-F1)6번 출입구측,15,1000
서울교통공사,3호선,매봉,,(B1-B2) 5-4,13,1000
서울교통공사,3호선,매봉,,(B1-B2) 6-1,13,1000
서울교통공사,3호선,매봉,1,(B1-F1)1번 출입구측,13,1000
서울교통공사,3호선,무악재,,(B3-B2) 3-3,11,750
서울교통공사,3호선,무악재,,(B3-B2) 8-2,11,750
서울교통공사,3호선,무악재,1,(B2-F1)1번 출입구측,11,750
서울교통공사,3호선,불광,,(B1-B2) 3-3,11,750
서울교통공사,3호선,불광,,(B1-B2) 8-2,11,750
서울교통공사,3호선,불광,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,수서,,(B1-B2) 8-3,9,600
서울교통공사,3호선,수서,,(B1-B2) 3-2,15,1000
서울교통공사,3호선,수서,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,수서,5,(B1-F1)5번 출입구,17,1150
서울교통공사,3호선,신사,,(B1-B2) 3-1,15,1000
서울교통공사,3호선,신사,,(B1-B2) 8-3,15,1000
서울교통공사,3호선,신사,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,신사,8,(B1-F1)8번 출입구측,15,1000
서울교통공사,3호선,안국,,(B3-B2)섬식(상) 3-2,15,1000
서울교통공사,3호선,안국,6,(B2-F1)6번 출입구측,15,1000
서울교통공사,3호선,압구정,,(B1-B2) 8-2,11,750
서울교통공사,3호선,압구정,,(B1-B2) 3-2,11,750
서울교통공사,3호선,압구정,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,3호선,압구정,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,3호선,약수,,(B1-B2)섬식(상) 8-4,13,1000
서울교통공사,3호선,약수,3,(B1-F1)3번 출입구측,15,1000
서울교통공사,3호선,양재(서초구청),,(B1-B2) 3-1,11,750
서울교통공사,3호선,양재(서초구청),,(B1-B2) 8-4,11,750
서울교통공사,3호선,양재(서초구청),4,(B1-F1)4번 출입구측,15,1000
서울교통공사,3호선,양재(서초구청),11,(B1-F1)11번 출입구측,15,1000
서울교통공사,3호선,연신내,,(B1-B2)섬식(상) 6-1,13,1000
서울교통공사,3호선,오금,,(B4-B1) 5-1,15,1000
서울교통공사,3호선,오금,,(B4-B1) 6-4,15,1000
서울교통공사,3호선,오금,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,옥수,,(F2-F3) 10-1,15,1000
서울교통공사,3호선,옥수,,(F2-F3) 1-2,15,1000
서울교통공사,3호선,옥수,4,(F1-F2)4-5번 출입구 사이,15,900
서울교통공사,3호선,을지로3가,,(B3-B1)섬식(상) 6-3,15,750
서울교통공사,3호선,을지로3가,10,(B1-F1)10번 출입구측,15,750
서울교통공사,3호선,일원,,(B3-B2) 6-3,13,1000
서울교통공사,3호선,일원,,(B3-B2) 5-2,15,1000
서울교통공사,3호선,일원,1,(B2-F1)1번 출입구측,17,1150
서울교통공사,3호선,일원,1,(B2-F1)1번 출입구측,17,1150
서울교통공사,3호선,잠원,,(B1-B2) 3-3,11,1000
서울교통공사,3호선,잠원,,(B1-B2) 8-2,15,1000
서울교통공사,3호선,잠원,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,3호선,종로3가,,(B4-B2)지축방향 4-3/ 오금방향 7-1,15,1000
서울교통공사,3호선,종로3가,8,(B3-B1)8번 출입구,15,1000
서울교통공사,3호선,지축,,(F1-F2)섬식(상) 2-1,15,1000
서울교통공사,3호선,학여울,,(B5-B4) 5-4,15,1000
서울교통공사,3호선,학여울,,(B5-B4) 6-1,15,1000
서울교통공사,3호선,학여울,1,(B4-F1)1번 출입구측,15,1000
서울교통공사,3호선,홍제,,(B3-B2)섬식(상) 3-4,11,750
서울교통공사,3호선,홍제,4,(B2-F1)4번 출입구측,11,750
서울교통공사,3호선,홍제,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,4호선,길음,,(B1-B2)섬식(상)6-1,13,1000
서울교통공사,4호선,길음,5,(B1-F1)5번 출입구측,13,1000
서울교통공사,4호선,길음,3,(B1-F1)3-4번 출입구사이,15,1000
서울교통공사,4호선,남태령,,(B3-B2)섬식(상) 3-3,11,750
서울교통공사,4호선,남태령,,(B1-B2)1번 출입구측,13,1000
서울교통공사,4호선,남태령,2,(B1-F1)2번 출입구측,15,1000
서울교통공사,4호선,노원,,(F2-F3) 8-4,15,1000
서울교통공사,4호선,노원,,(F2-F3) 3-1,15,1000
서울교통공사,4호선,노원,2,(F1-F2)2번 출입구측,15,1000
서울교통공사,4호선,노원,9,(F1-F2)9번 출입구측,15,1000
서울교통공사,4호선,당고개,,(F2-F3) 6-1,13,1000
서울교통공사,4호선,당고개,,(F2-F3) 5-4,15,1000
서울교통공사,4호선,당고개,1,(F1-F2)1-4번 출입구사이,15,1000
서울교통공사,4호선,동대문,,(B4-B1)섬식(상)6-3,15,1000
서울교통공사,4호선,동대문,9,(B1-F1)9번 출입구측,15,1000
서울교통공사,4호선,동대문역사문화공원,,(B3-B1)섬식(상)4-4,13,900
서울교통공사,4호선,동작(현충원),,(F2-F3) 7-4,10,750
서울교통공사,4호선,동작(현충원),,(F1-F3) 4-4,11,750
서울교통공사,4호선,명동,1,(B1-F1)1번 출입구,15,1000
서울교통공사,4호선,명동,,(B4-B1),10,750
서울교통공사,4호선,미아,,(B1-B2) 8-2,11,900
서울교통공사,4호선,미아,,(B1-B2) 3-4,11,900
서울교통공사,4호선,미아,1,(B1-F1)1-2번 출입구사이,15,1000
서울교통공사,4호선,미아사거리,,(B1-B2) 3-1,13,900
서울교통공사,4호선,미아사거리,,(B1-B2) 8-3,12,900
서울교통공사,4호선,사당,,(B3-B1)섬식(상)09-2,13,900
서울교통공사,4호선,사당,9,(B1-F1)9-10번 출입구사이,15,1000
서울교통공사,4호선,삼각지,,(B1-B2) 4-3,15,1000
서울교통공사,4호선,삼각지,,(B1-B2) 7-2,15,1000
서울교통공사,4호선,삼각지,1,(B1-F1)1-2번 출입구 사이,15,1000
서울교통공사,4호선,삼각지,5,(B1-F1)5-6번 출입구 사이,15,1000
서울교통공사,4호선,삼각지,3,(B1-F1)3번 출입구,15,1000
서울교통공사,4호선,상계,1,(F1-F2)1-2번 출입구측,15,1000
서울교통공사,4호선,서울역,,(B1-B2)섬식(상) 9-1,13,1000
서울교통공사,4호선,서울역,12,(B1-F1)12번 출입구,13,900
서울교통공사,4호선,성신여대입구(돈암),,(B1-B2) 8-2,11,750
서울교통공사,4호선,성신여대입구(돈암),,(B1-B2) 3-4,11,750
서울교통공사,4호선,성신여대입구(돈암),2,(B1-F1)2번 출입구측,15,1000
서울교통공사,4호선,성신여대입구(돈암),3,(B1-F1)3번 출입구측,11,750
서울교통공사,4호선,수유(강북구청),,(B1-B2) 7-1,13,1000
서울교통공사,4호선,수유(강북구청),,(B1-B2) 4-4,15,1000
서울교통공사,4호선,수유(강북구청),1,(B1-F1)1-2번 출입구사이,13,1000
서울교통공사,4호선,숙대입구(갈월),,(B1-B2) 8-1,15,1000
서울교통공사,4호선,숙대입구(갈월),,(B1-B2) 3-3,15,1000
서울교통공사,4호선,숙대입구(갈월),10,(B1-F1)10번 출입구,15,1000
서울교통공사,4호선,신용산,,(B1-B2) 8-2,15,1000
서울교통공사,4호선,신용산,,(B1-B2) 3-2,15,1000
서울교통공사,4호선,신용산,1,(B2-F1)1번 출입구,20,1350
서울교통공사,4호선,신용산,4,(B1-F1)4번 출입구,15,1000
서울교통공사,4호선,쌍문,,(B1-B2) 8-4,13,1000
서울교통공사,4호선,쌍문,,(B1-B2) 3-1,13,1000
서울교통공사,4호선,쌍문,1,(B1-F1)1번 출입구측,15,1000
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-B2) 8-1,15,1000
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-B2) 3-3,15,1000
서울교통공사,4호선,이촌(국립중앙박물관),1,(B1-F1)1번 출입구측,15,1000
서울교통공사,4호선,이촌(국립중앙박물관),2,(B1-F1)2번 출입구측,17,1150
서울교통공사,4호선,이촌(국립중앙박물관),,(B1-F1)경의환승,21,1600
서울교통공사,4호선,창동,,(F2-F3)(당고개방향) 2-4,15,1000
서울교통공사,4호선,창동,,(F2-F3)(당고개방향) 8-2/ 8-3,15,1000
서울교통공사,4호선,창동,,(F2-F3)(남태령방향) 8-4/ 9-1,15,1000
서울교통공사,4호선,창동,,(F2-F3)(남태령방향) 3-2,15,1000
서울교통공사,4호선,창동,1,(F1-F2)1번 출입구측,13,1000
서울교통공사,4호선,창동,2,(F1-F2)2번 출입구측,13,1000
서울교통공사,4호선,총신대입구(이수),,(B1-B2) 7-3,15,1000
서울교통공사,4호선,총신대입구(이수),,(B1-B2) 8-3,15,1000
서울교통공사,4호선,총신대입구(이수),1,(B1-F1)1번 출입구측,15,1000
서울교통공사,4호선,총신대입구(이수),14,(B1-F1)14번 출입구측,15,1000
서울교통공사,4호선,충무로,,(B3-B1) 8-1,15,1000
서울교통공사,4호선,충무로,,(B3-B1) 3-3,13,1000
서울교통공사,4호선,충무로,,(B4-B2)B3 대합실,13,1000
서울교통공사,4호선,충무로,7,(B1-F1)7번 출입구,8,600
서울교통공사,4호선,한성대입구(삼선교),,(B1-B2)섬식(상)6-1,15,1000
서울교통공사,4호선,한성대입구(삼선교),3,(B1-F1)3-4번 출입구사이,15,1000
서울교통공사,4호선,한성대입구(삼선교),5,(B1-F1)5번 출입구측,15,1000
서울교통공사,4호선,혜화,,(B1-B2) 7-4,11,750
서울교통공사,4호선,혜화,,(B1-B2) 3-4,11,750
서울교통공사,4호선,혜화,2,(B1-F1)2번 출입구측,11,750
서울교통공사,4호선,혜화,3,(B1-F1)3번 출입구측,11,750
서울교통공사,4호선,회현(남대문시장),,(B4-B1)섬식(상)10-1,15,1000
서울교통공사,4호선,회현(남대문시장),3,(B1-F1)지상도로 중앙,15,1000
