철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
서울교통공사,5호선,마장,2 ,(B2-F1)2번 출입구,15 ,1000
서울교통공사,5호선,마천,,(B1-B4)승강장,15 ,1000
서울교통공사,5호선,마천,,(B1-B4)대합실,13 ,1000
서울교통공사,5호선,마포,,(B1-B5)승강장,15 ,1000
서울교통공사,5호선,마포,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,5호선,명일,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,명일,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,명일,3 ,(F1-B1)3번 출입구,11 ,750
서울교통공사,5호선,목동,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,목동,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,목동,5 ,(F1-B1)5번 출입구,15 ,1000
서울교통공사,5호선,미사,,(B2-B1) 승강장,24 ,1600
서울교통공사,5호선,미사,,(B2-B1) 승강장,24 ,1600
서울교통공사,5호선,미사,1 ,(B1-F1)1번 출입구,24 ,1600
서울교통공사,5호선,미사,6 ,(B1-F1)6번 출입구,24 ,1600
서울교통공사,5호선,발산,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,발산,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,발산,7 ,(F1-B1)7번 출입구,15 ,1000
서울교통공사,5호선,방이,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,방이,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,방이,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,5호선,방이,1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,5호선,방화,,(B1-B2) 승강장,11 ,750
서울교통공사,5호선,방화,,(B1-B2) 승강장,11 ,750
서울교통공사,5호선,방화,1 ,(F1-B1)1/2번 출입구 사이,15 ,1000
서울교통공사,5호선,상일동,1 ,(F1-B2)1번 출입구,15 ,1000
서울교통공사,5호선,상일동,3 ,(F1-B2)3번 출입구,15 ,1000
서울교통공사,5호선,상일동,5 ,(B1-F1)5번 출입구,15 ,1000
서울교통공사,5호선,상일동,8 ,(F1-B2)8번 출입구,15 ,1000
서울교통공사,5호선,서대문,,(B1-B4)승강장,15 ,1000
서울교통공사,5호선,서대문,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,5호선,서대문,6 ,(F1-B1)6번 출입구,15 ,1000
서울교통공사,5호선,송정,,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,송정,,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,송정,2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,5호선,송정,3 ,(F1-B1)3번 출입구,15 ,1000
서울교통공사,5호선,신금호,,(B2-B8)승강장,24 ,1600
서울교통공사,5호선,신금호,,(B2-B8)승강장,24 ,1600
서울교통공사,5호선,신금호,2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,5호선,신길,,(B3-B4) 승강장,15 ,1000
서울교통공사,5호선,신길,,(B3-B4) 승강장,15 ,1000
서울교통공사,5호선,신길,3 ,(F1-B2)3번 출입구,15 ,1000
서울교통공사,5호선,신길,,(B3-B4)승강장,15 ,1000
서울교통공사,5호선,신길,,(B3-B4)승강장,24 ,1600
서울교통공사,5호선,신길,,(B1-B3)환승통로,15 ,1150
서울교통공사,5호선,신정(은행정),,(B2-B3) 승강장,11 ,750
서울교통공사,5호선,신정(은행정),,(B2-B3) 승강장,11 ,750
서울교통공사,5호선,아차산(어린이대공원후문),,(B1-B3) 승강장,15 ,1000
서울교통공사,5호선,아차산(어린이대공원후문),,(B1-B3) 승강장,15 ,1000
서울교통공사,5호선,아차산(어린이대공원후문),4 ,(F1-B1)4번 출입구,15 ,1000
서울교통공사,5호선,애오개,,(B3-B4) 승강장,15 ,1000
서울교통공사,5호선,애오개,,(B3-B4) 승강장,15 ,1000
서울교통공사,5호선,애오개,,(B1-B3)지하3층 대합실,15 ,1000
서울교통공사,5호선,애오개,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,5호선,애오개,3 ,(F1-B1)3번 출입구,24 ,1600
서울교통공사,5호선,양평,,(B1-B5) 승강장,15 ,1000
서울교통공사,5호선,양평,,(B4-B5) 승강장,15 ,1000
서울교통공사,5호선,양평,2 ,(F1-B1)2번 출입구,15 ,1000
서울교통공사,5호선,여의나루,,(B1-B5)승강장,15 ,1000
서울교통공사,5호선,여의나루,,(B1-B1)지하2층 대합실,11 ,750
서울교통공사,5호선,여의나루,4 ,(F1-B1)4번 출입구,15 ,1000
서울교통공사,5호선,여의도,,(B1-B4) 승강장,15 ,1000
서울교통공사,5호선,여의도,,(B1-B4) 승강장,15 ,1000
서울교통공사,5호선,영등포구청,,(F1-B5) 승강장,15 ,1000
서울교통공사,5호선,영등포구청,,(B4-B5) 승강장,15 ,1000
서울교통공사,5호선,영등포구청,,(B4-B5)승강장,15 ,1000
서울교통공사,5호선,영등포구청,,(B4-B5)승강장,12 ,1000
서울교통공사,5호선,영등포시장,,(B5-B6) 승강장,15 ,1000
서울교통공사,5호선,영등포시장,,(B1-B6) 승강장,15 ,1000
서울교통공사,5호선,영등포시장,2 ,(B1-F1)2번 출입구,21 ,1600
서울교통공사,5호선,오금,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,오금,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,오금,,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,오금,,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,오금,5 ,(F1-B1)5번 출입구,15 ,1000
서울교통공사,5호선,오목교(목동운동장앞),,(B1-B3) 승강장,15 ,1000
서울교통공사,5호선,오목교(목동운동장앞),,(B1-B3) 승강장,15 ,1000
서울교통공사,5호선,오목교(목동운동장앞),7 ,(F1-B1)7번 출입구,15 ,1005
서울교통공사,5호선,올림픽공원(한국체대),,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,올림픽공원(한국체대),,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,올림픽공원(한국체대),2 ,(F1-B2)2번 출입구,15 ,1000
서울교통공사,5호선,왕십리,4 ,(F1-B4)4번 출입구,15 ,1000
서울교통공사,5호선,왕십리,,(B4-B5) 승강장,15 ,1000
서울교통공사,5호선,왕십리,,(B4-B5) 승강장,15 ,1000
서울교통공사,5호선,우장산,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,우장산,,(B1-B2) 승강장,15 ,1000
서울교통공사,5호선,우장산,1 ,(F1-B1)1번 출입구,15 ,1000
서울교통공사,5호선,을지로4가,,(B1-B5)승강장,15 ,1000
서울교통공사,5호선,장한평,,(B2-B3)승강장,15 ,1000
서울교통공사,5호선,장한평,7 ,(F1-B2)7/8번 출입구,15 ,1000
서울교통공사,5호선,장한평,1 ,(F1-B2)1번 출입구,24 ,1600
서울교통공사,5호선,종로3가(탑골공원),,(B1-B4)지하4층 대합실,15 ,1000
서울교통공사,5호선,천호(풍납토성),6 ,(F1-B1)6/7번 출입구,13 ,900
서울교통공사,5호선,천호(풍납토성),,(B1-B3) 승강장,15 ,1000
서울교통공사,5호선,천호(풍납토성),,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,천호(풍납토성),,(B2-B3) 승강장,15 ,1000
서울교통공사,5호선,충정로(경기대입구),,(B1-B5)승강장,15 ,1000
서울교통공사,5호선,충정로(경기대입구),8 ,(F1-B1)8번 출입구,15 ,1000
서울교통공사,5호선,하남검단산역,,(B3-B1)대합실,24 ,1600
서울교통공사,5호선,하남검단산역,,(B3-B1)대합실,24 ,1600
서울교통공사,5호선,하남검단산역,1 ,(B1-F1)1번 출입구,24 ,1600
서울교통공사,5호선,하남검단산역,3 ,(B1-F1)3번 출입구,24 ,1600
서울교통공사,5호선,하남시청(덕풍·신장),,(B3-B2)대합실,24 ,1800
서울교통공사,5호선,하남시청(덕풍·신장),,(B3-B2)대합실,24 ,1800
서울교통공사,5호선,하남시청(덕풍·신장),3 ,(B2-F1)3번 출입구,24 ,1800
서울교통공사,5호선,하남시청(덕풍·신장),5 ,(B2-F1)5번 출입구,24 ,1800
서울교통공사,5호선,하남풍산,,(B2-B1) 승강장,24 ,1600
서울교통공사,5호선,하남풍산,,(B2-B1) 승강장,24 ,1600
서울교통공사,5호선,하남풍산,1 ,(F1-F2)1번 출입구,24 ,1600
서울교통공사,5호선,하남풍산,5 ,(B1-F1)5번 출입구,24 ,1600
서울교통공사,5호선,하남풍산,7 ,(B1-F1)7번 출입구,24 ,1600
서울교통공사,5호선,행당,,(B3-B5) 승강장,15 ,1000
서울교통공사,5호선,행당,,(B4-B5) 승강장,15 ,1000
서울교통공사,5호선,행당,3 ,(F1-B3)3번 출입구,15 ,1000
서울교통공사,5호선,화곡,,(B1-B2)승강장,11 ,750
서울교통공사,5호선,화곡,1 ,(F1-B1)1/2번 출입구,15 ,1000
